77.093056, 28.481389;Rapid;Sikandarpur (Rapid Metro)
77.0928, 28.4876;Rapid;DLF Phase 2
77.0882, 28.4918;Rapid;Vodaphone Belvedere Towers
77.0870645, 28.4980337;Rapid;Indus Bank Cyber City
77.0945853, 28.5008186;Rapid;Micromax Moulsari
77.0935191, 28.4936626;Rapid;DLF Phase 3
77.236612, 28.656682;VioletLine;Lal Quila
77.237577, 28.650157;VioletLine;Jama Masjid
77.240139, 28.639731;VioletLine;Delhi Gate
77.241147, 28.628395;VioletLine;ITO
77.214478, 28.623281;VioletLine;Janpath
77.227883, 28.60246;VioletLine;Khan Market
77.233049, 28.590381;VioletLine;Jawaharlal Nehru Stadium
77.239605, 28.583287;VioletLine;Jangpura
77.236474, 28.570607;VioletLine;Lajpat Nagar
77.236474, 28.570607;PinkLine;Lajpat Nagar
77.234096, 28.564;VioletLine;Moolchand
77.241998, 28.555312;VioletLine;Kailash Colony
77.251761, 28.551411;VioletLine;Nehru Place
77.25904, 28.54921;VioletLine;Kalkaji Mandir
77.25904, 28.54921;MagentaLine;Kalkaji Mandir
77.264287, 28.544606;VioletLine;Govind Puri
77.274739, 28.542894;VioletLine;Okhla
77.283255, 28.538284;VioletLine;Jasola
77.287644, 28.529105;VioletLine;Sarita Vihar
77.2936456, 28.5196268;VioletLine;Mohan Estate
77.2989335, 28.5025526;VioletLine;Tughlakabad
77.3031, 28.4936;VioletLine;Badarpur
77.304859, 28.478064;VioletLine;Sarai
77.307422, 28.45766;VioletLine;N.H.P.C. Chowk
77.30813, 28.448795;VioletLine;Mewala Maharajpur
77.309096, 28.438325;VioletLine;Sector 28 Faridabad
77.310278, 28.422778;VioletLine;Badkal Mor
77.311389, 28.410833;VioletLine;Old Faridabad
77.3124, 28.3978;VioletLine;Neelam Chowk Ajronda
77.313441, 28.386052;VioletLine;Bata Chowk
77.314954, 28.370081;VioletLine;Escorts Mujesar
77.3151521, 28.3546852;VioletLine;Sant Surdas - Sihi
77.3160523, 28.3394733;VioletLine;Raja Nahar Singh
77.084645, 28.615642;MagentaLine;Dabri Mor
77.082003, 28.601559;MagentaLine;Dashrath Puri
77.0811, 28.5915;MagentaLine;Palam
77.110119, 28.577082;MagentaLine;Sadar Bazaar Cantonment
77.122381, 28.5653;MagentaLine;Terminal 1 IGI Airport
77.139796, 28.560649;MagentaLine;Shankar Vihar
77.161153, 28.557829;MagentaLine;Vasant Vihar
77.173513, 28.557842;MagentaLine;Munirka
77.183453, 28.550245;MagentaLine;R.K Puram
77.192326, 28.547017;MagentaLine;IIT Delhi
77.220115, 28.542366;MagentaLine;Panchsheel Park
77.231221, 28.541183;MagentaLine;Chirag Delhi
77.2376805, 28.5416669;MagentaLine;Greater Kailash
77.2503527, 28.5457201;MagentaLine;Nehru Enclave
77.263193, 28.554931;MagentaLine;Okhla N.S.I.C
77.274702, 28.559758;MagentaLine;Sukhdev Vihar
77.284454, 28.561031;MagentaLine;Jamia Millia Islamia
77.291898, 28.561183;MagentaLine;Okhla Vihar
77.296633, 28.546072;MagentaLine;Jasola Vihar Shaheen Bagh
77.310148, 28.542784;MagentaLine;Kalindi Kunj
77.321563, 28.552824;MagentaLine;Okhla Bird Sanctuary
77.177561, 28.723708;PinkLine;Majlis Park
77.164095, 28.701976;PinkLine;Shalimar Bagh
77.1487693, 28.6859557;PinkLine;Shakurpur
77.1373636, 28.6730178;PinkLine;Punjabi Bagh West
77.1263114, 28.6579865;PinkLine;ESI Hospital
77.129731, 28.63717;PinkLine;Maya Puri
77.136488, 28.624125;PinkLine;Naraina Vihar
77.139913, 28.609243;PinkLine;Delhi Cantt
77.169475, 28.589441;PinkLine;Durgabai Deshmukh South Campus
77.174934, 28.578352;PinkLine;Sir Vishweshwaraiah Moti Bagh
77.186772, 28.5702753;PinkLine;Bhikaji Cama Place
77.1976505, 28.5759184;PinkLine;Sarojini Nagar
77.2196112, 28.5686954;PinkLine;South Extension
77.2484546, 28.5659703;PinkLine;Vinobapuri
77.2584365, 28.5723975;PinkLine;Ashram
77.256274, 28.5893087;PinkLine;Hazrat Nizamuddin
77.298763, 28.605822;PinkLine;Mayur Vihar Pocket I
77.3082796, 28.6136059;PinkLine;Trilokpuri Sanjay Lake
77.30527, 28.620057;PinkLine;Vinod Nagar East
77.304415, 28.624906;PinkLine;Mandawali - West Vinod Nagar
77.309945, 28.631878;PinkLine;IP Extension
77.316091, 28.647328;PinkLine;Anand Vihar
77.316091, 28.647328;BlueLine;Anand Vihar
77.304708, 28.648641;PinkLine;Karkar Duma
77.304708, 28.648641;BlueLine;Karkar Duma
77.295738, 28.653683;PinkLine;Karkarduma Court
77.290213, 28.657793;PinkLine;Krishna Nagar
77.284908, 28.664665;PinkLine;East Azad Nagar
77.274753, 28.682738;PinkLine;Jaffrabad
77.279685, 28.692115;PinkLine;Maujpur
77.285986, 28.702427;PinkLine;Gokulpuri
77.290149, 28.712985;PinkLine;Johri Enclave
77.289398, 2.721463;PinkLine;Shiv Vihar
77.275273, 28.629248;BlueLine;Laxmi Nagar
77.288947, 28.6377;BlueLine;Nirman Vihar
77.295143, 28.641466;BlueLine;Preet Vihar
77.324379, 28.645448;BlueLine;Kaushambi
77.338425, 28.649687;BlueLine;Vaishali
77.157455, 28.66192;GreenLine;Satguru Ram Singh Marg
77.3321321, 28.5803208;AquaLine;Noida Sector 51
77.3772057, 28.574518;AquaLine;Noida Sector 50
77.379516, 28.565374;AquaLine;Noida Sector 76
77.378171, 28.550937;AquaLine;Noida Sector 101
77.3969, 28.550106;AquaLine;Noida Sector 81
77.394643, 28.532624;AquaLine;NSEZ Noida
77.395847, 28.522731;AquaLine;Noida Sector 83
77.413312, 28.498269;AquaLine;Noida Sector 137
77.413312, 28.498269;AquaLine;Noida Sector 142
77.425677, 28.502061;AquaLine;Noida Sector 143
77.432629, 28.491501;AquaLine;Noida Sector 144
77.450166, 28.483373;AquaLine;Noida Sector 145
77.458405, 28.469717;AquaLine;Noida Sector 146
77.468405, 28.461455;AquaLine;Noida Sector 147
77.473597, 28.45248;AquaLine;Noida Sector 148
77.500424, 28.457596;AquaLine;Knowledge Park II
77.508288, 28.463157;AquaLine;Pari Chowk  Greater Noida
77.511651, 28.470198;AquaLine;Alpha 1  Greater Noida
77.536376, 28.484654;AquaLine;Delta 1 Greater Noida
77.549418, 28.487781;AquaLine;GNIDA Office
77.543972, 28.488991;AquaLine;Depot Greater Noida
